material_id,formula,n_pred_n0,n_target
mp-756964,Li4Fe2Co3Te3O16,2.1498,0.0
mp-757013,LiMn(SiO3)2,2.1799,0.0
mp-757238,GdAsO4,1.9436,0.0
mp-757435,Ti11Fe17O42,2.411,0.0
mp-757591,Li6V3P8O29,1.8552,0.0
mp-758081,LiCoSnO4,2.2573,0.0
mp-758401,LiV2(PO4)3,2.0974,0.0
mp-758625,LiCo2C2O7,1.9558,0.0
mp-758767,LiCoSiO4,2.0515,0.0
mp-758864,Li5V3P8O29,1.9506,0.0
mp-758985,RbTiPS5,2.2232,0.0
mp-759013,LiVCrP2(HO5)2,2.0384,0.0
mp-759039,Li3V3P8O29,2.0155,0.0
mp-759089,Li3V3O3F5,1.8976,0.0
mp-759120,LiMn2OF3,1.7215,0.0
mp-759163,VOF2,2.1025,0.0
mp-759662,V2O3F,2.5752,0.0
mp-759841,Li2Mn4OF8,1.5731,0.0
mp-759860,Li5Fe8(BO3)8,1.8633,0.0
mp-759935,Li3V3P8O29,2.0262,0.0
mp-760316,Li3VFe3O8,2.2795,0.0
mp-760955,Li3V3P8O29,2.011,0.0
mp-761827,Na3CuO3,2.1228,0.0
mp-762863,Fe3OF5,1.7232,0.0
mp-762897,Li2V(PO4)2,2.0599,0.0
mp-763198,Li2VO2F,1.9877,0.0
mp-764622,LiMnV(P2O7)2,1.9883,0.0
mp-765375,Li3V4O7F5,2.3513,0.0
mp-765488,Li3V3P8O29,2.025,0.0
mp-766092,LiVCrP2(O4F)2,1.943,0.0
mp-766433,Sr3Li4Nb6O20,2.3173,0.0
mp-767576,Li6MnO4F,1.9805,0.0
mp-767907,Li4Ti4V4NiO18,2.4612,0.0
mp-768058,Na2MnPCO7,1.7233,0.0
mp-768387,Li4TiCrO6,2.2596,0.0
mp-768395,Na4Sb2C4SO16,1.7071,0.0
mp-768397,Li24Ti5Cr7O36,2.2929,0.0
mp-768403,Li4TiCrO6,2.2582,0.0
mp-768407,Li24Ti5Cr7O36,2.2887,0.0
mp-768408,Li24Ti5Cr7O36,2.2664,0.0
mp-768431,Li24Ti5Cr7O36,2.2751,0.0
mp-768433,Li24Ti5Cr7O36,2.2986,0.0
mp-768480,Li24Ti5Cr7O36,2.2534,0.0
mp-768510,Ba4Sn3O10,2.1983,0.0
mp-768533,Li8TiMn3(PO4)6,1.7494,0.0
mp-768871,Bi6B10O21,1.936,0.0
mp-768929,Li24Mn7Cr5O36,2.4302,0.0
mp-769012,Li24Mn7Cr5O36,2.4242,0.0
mp-769118,HoSO,2.382,0.0
mp-769500,NaMnPCO7,1.9104,0.0
mp-769523,Na3Mn2P2(CO7)2,1.7927,0.0
mp-769589,LiV3CrO8,2.5301,0.0
mp-769603,LiVSO4F3,1.6295,0.0
mp-771080,Li2NiBO4,2.2937,0.0
mp-771282,Li24Ti7Cr5O36,2.2386,0.0
mp-771356,Li4V3CoO8,2.3921,0.0
mp-771362,Li4Fe3TeO8,2.133,0.0
mp-771365,Li24Ti5Cr7O36,2.2629,0.0
mp-772407,Li6V3P8O29,1.8835,0.0
mp-772440,Li2Mn(BO2)5,1.7049,0.0
mp-772675,Li6V3P8O29,1.8696,0.0
mp-772726,Na3CuCSO7,1.6939,0.0
mp-772854,Li2NbV3O8,2.3421,0.0
mp-773139,Li4V3Sb5O16,2.1013,0.0
mp-773453,K2FePCO7,1.6495,0.0
mp-773463,K2CoPCO7,1.7262,0.0
mp-773482,Li2V3FeO8,2.2852,0.0
mp-773674,Li4Ti3V3(FeO8)2,2.2953,0.0
mp-773980,Bi3(TeCl5)2,2.0403,0.0
mp-774164,Li2V3SnO8,2.1508,0.0
mp-774350,Mn6OF11,1.6371,0.0
mp-774586,Nb3Sb(PO4)6,1.9735,0.0
mp-774910,LiSb(TeO4)3,2.3117,0.0
mp-775432,Li2V3TeO8,2.2404,0.0
mp-775918,LaTiNO2,2.913,0.0
mp-776153,LiFeF5,1.5663,0.0
mp-776420,LiV2OF5,1.8184,0.0
mp-776688,V2O3,2.5579,0.0
mp-776813,LiMnF4,1.6483,0.0
mp-776969,Li32Ti3Cr13O48,2.39,0.0
mp-776970,Li5SbS4,2.3072,0.0
mp-777154,Li32Ti11Cr5O48,2.2307,0.0
mp-777345,Li32Ti3Cr13O48,2.4055,0.0
mp-777540,V2O3F,2.555,0.0
mp-777591,Li4Ti5Fe3O16,2.2811,0.0
mp-777641,Li24Mn7Cr5O36,2.414,0.0
mp-7781,CaZrS3,2.8217,0.0
mp-778325,Li2TiV3O8,2.3961,0.0
mp-778474,Li3Co(BO3)2,2.0011,0.0
mp-778621,Li32Ti3Cr13O48,2.3899,0.0
mp-778623,LiV6O7F5,2.3226,0.0
mp-778671,Li4CoO4,2.0893,0.0
mp-779309,V4(OF3)3,1.877,0.0
mp-779447,LiVP2HO8,2.1008,0.0
mp-779589,Na3Sb5O14,1.9345,0.0
mp-779916,Li2CuPO4,1.7845,0.0
mp-780050,Hf2N2O,2.8295,0.0
mp-780134,Li4Ti3V2Cr3O16,2.3312,0.0
mp-780306,Na2V2O5,1.9574,0.0
mp-780656,Na2BiO3,2.1683,0.0
mp-780760,Fe10O9F11,2.0799,0.0
mp-781739,LiV8F33,1.5988,0.0
mp-781753,Li3CuP2O7,1.6692,0.0
mp-849327,Li2Cu(PO3)3,1.724,0.0
mp-849340,Li4V3Cr3O12,2.2595,0.0
mp-849541,Li2V2F7,1.5344,0.0
mp-849603,Li3Fe9O5F11,1.7791,0.0
mp-849998,Li3V3P8O29,1.9837,0.0
mp-850025,CoPO4,2.0404,0.0
mp-851088,Li5V3P8O29,1.9475,0.0
mp-862797,RbAcTe2,2.8279,0.0
mp-863394,Li3V3P8O29,2.0362,0.0
mp-863426,Li3Mn(PO4)2,1.8905,0.0
mp-863710,KAcTe2,3.0094,0.0
mp-865972,KTm2Cu3Se5,3.0256,0.0
mp-866482,CsSi,2.6551,0.0
mp-866501,CsGe,2.9056,0.0
mp-866660,K3P2AuSe8,2.4243,0.0
mp-867759,Li3Mn(PO4)2,1.9295,0.0
mp-9304,DyCuSeO,2.9797,0.0
mp-9481,TcS2,4.0008,0.0
mp-961649,ZrFeTe,4.3146,0.0
mp-984519,NaAsSe2,2.7468,0.0
mp-989543,Cs2BrCl6F,1.7947,0.0
mp-989552,LaMoN3,3.7247,0.0
mp-996961,LiAuO2,2.4529,0.0
mp-997102,KAgO2,2.0357,0.0
mp-997108,RbAgO2,2.015,0.0
mp-998413,CsSeBr3,2.0521,0.0
mp-999447,NaSmTe2,2.6431,0.0
mvc-10001,Ba2V2F11,1.5361,0.0
mvc-10165,ZnMo2P2O9,1.9374,0.0
mvc-14653,Mg2VSbO6,2.1268,0.0
mvc-15048,MnNb2ZnO8,2.596,0.0
mvc-15503,Mg2Ni3O8,2.7528,0.0
mvc-2131,Ca(WO3)2,2.3184,0.0
mvc-6423,Ca(CoO2)2,2.7352,0.0
mvc-7545,SnAs2O7,1.8298,0.0
mvc-8011,ZnFeAs2O7,1.9828,0.0
mvc-9656,CaPr(MoO3)2,2.413,0.0
mvc-9671,PrZn(MoO3)2,2.3822,0.0
mp-1001019,Mg(ScSe2)2,2.8518,0.0
mp-1001611,LuTlSe2,2.9289,0.0
mp-1016154,MgMnO2,1.9783,0.0
mp-1019593,Ce(PO3)4,1.6483,0.0
mp-1023938,Te2Mo,2.8775,0.0
mp-1024048,Na4Zn3Se5,2.4052,0.0
mp-1025575,Mo(WSe3)2,2.9628,0.0
mp-1025815,Mo2WSe6,2.9923,0.0
mp-1025905,Mo2WSe6,2.9908,0.0
mp-1025911,Mo2WS6,2.7867,0.0
mp-1027569,Mo3WS8,2.7699,0.0
mp-1027645,Mo3WS8,2.7671,0.0
mp-1028598,Te3W2Se,2.6626,0.0
mp-1029264,Te4MoW3Se4,1.303,0.0
mp-1030107,Te6MoW3Se2,2.7946,0.0
mp-1030119,MoWS4,2.8265,0.0
mp-10349,Na2SnTeO6,2.148,0.0
mp-1036297,Mg14MnVO16,1.8609,0.0
mp-1036361,CaMg14VO16,1.8485,0.0
mp-1036927,Mg30CdCoO32,1.8215,0.0
mp-1037183,Mg30CuBiO32,1.8537,0.0
mp-1037497,Mg30ZnCoO32,1.8098,0.0
mp-1038117,CaMg30CoO32,1.8107,0.0
mp-1038308,Mg30AlCuO32,1.8142,0.0
mp-1078562,SrAgSF,2.245,0.0
mp-1079752,SnPS3,2.4757,0.0
mp-1087486,PbS,2.4357,0.0
mp-10930,TbSF,2.416,0.0
mp-1096875,CrAgO2,2.8417,0.0
mp-1100,YbC2,3.6179,0.0
mp-1100487,Li9Mn7O16,2.3968,0.0
mp-1102093,EuI2,2.075,0.0
mp-1102325,Ba2Na2U(S2O)2,2.1572,0.0
mp-1105110,Sr2Bi2Se3O2,2.7929,0.0
mp-1112017,K2InSbCl6,1.8923,0.0
mp-1112108,Cs2TlSbBr6,1.9664,0.0
mp-1112112,Cs2TlAsBr6,2.0448,0.0
mp-1112539,K2ScCuF6,1.6471,0.0
mp-1112627,Cs2InGaBr6,1.9998,0.0
mp-1112916,Cs2YAuI6,2.5517,0.0
mp-1113045,Cs2KInI6,1.9393,0.0
mp-1113369,Cs2CuBiF6,1.7785,0.0
mp-1113785,Rb2GaAgCl6,1.8361,0.0
mp-1114511,KRb2InI6,1.948,0.0
mp-1114648,Rb2InAsCl6,1.9105,0.0
mp-1173824,Na5Mn3F14,1.5407,0.0
mp-1173864,Na3La8Ti9Mn3O36,2.5271,0.0
mp-1173947,Li3Mn2O5,2.4366,0.0
mp-1173964,Li3Mn2O5,2.4209,0.0
mp-1174351,Li4Mn3O7,2.3624,0.0
mp-1174512,Li7Mn2(CoO4)3,2.5304,0.0
mp-1174530,Li7Mn2(CoO4)3,2.5376,0.0
mp-1174569,Li7Mn2(CoO4)3,2.5284,0.0
mp-1174682,Li4MnCo2O7,2.4577,0.0
mp-1175288,Li7Mn4CoO12,2.5045,0.0
mp-1175393,Li9Mn2Co5O16,2.4507,0.0
mp-1175417,Li9Mn2Co5O16,2.4804,0.0
mp-1175494,Li9Mn2Co5O16,2.4661,0.0
mp-1175624,Li9Mn2Co5O16,2.4976,0.0
mp-1175724,Li9Mn2Co5O16,2.4997,0.0
mp-1175748,Li9Mn2Co5O16,2.5092,0.0
mp-1175865,Li9Mn2Co5O16,2.485,0.0
mp-1176242,Li9Mn2Co5O16,2.4515,0.0
mp-1176372,Na3Mn2P2(CO7)2,1.8131,0.0
mp-1176904,Li6V3P8O29,1.8626,0.0
mp-1176908,Li6V3P8O29,1.8521,0.0
mp-1177582,Li3V3P8O29,2.0149,0.0
mp-1177928,Li2MgCo3O8,2.9129,0.0
mp-1178177,Ho2V2O7,2.4832,0.0
mp-1178251,Fe5OF11,1.6743,0.0
mp-1178787,VO2,2.6657,0.0
mp-1179510,ScCdCu3Se4,2.9436,0.0
mp-1179999,Pb10SO13F2,2.2147,0.0
mp-1180149,NaV2O5,2.1951,0.0
mp-1181667,H5IO6,1.6961,0.0
mp-1190352,HgP2PdO7,1.9813,0.0
mp-1190500,Na2TeSe3,2.5844,0.0
mp-1191211,TiVO4,2.731,0.0
mp-1191364,WO3,2.4449,0.0
mp-1192205,KHo2Cu3Se5,3.0354,0.0
mp-1192275,KEr2Cu3Se5,3.0163,0.0
mp-1192595,Ba2SnSe4,2.5014,0.0
mp-1193877,Bi3(TeCl5)2,2.1279,0.0
mp-1194410,Ba(GdSe2)2,2.7056,0.0
mp-1194442,BaRu2Xe5F22,1.6417,0.0
mp-1194701,Cs2ZnSn3Se8,2.3122,0.0
mp-1194900,K8NbSnAs5,2.5372,0.0
mp-1195068,Ba3Ta2Se9,2.7371,0.0
mp-1195188,Ca3(Si4P7)2,2.8591,0.0
mp-1195243,AgP15,2.6415,0.0
mp-1195769,NaIn3S5,2.7574,0.0
mp-1195835,Ga2SbTe4Cl7,1.9753,0.0
mp-1195954,Ho2HfS5,2.8942,0.0
mp-1196108,Ba3Ga3P5,3.2013,0.0
mp-1196424,Cd(PN2)2,2.3056,0.0
mp-1196710,CsFe5(MoO4)7,1.9957,0.0
mp-1196957,MoP4H36(C6Cl)2,1.6145,0.0
mp-1197050,Y2ZrS5,3.0931,0.0
mp-1197361,Rb3PuH4O7,1.6686,0.0
mp-1197650,BaTe3H15(CN)3,2.005,0.0
mp-1197940,Cs3PuH4O7,1.7052,0.0
mp-1198303,ZnFe16Ni7O32,2.3264,0.0
mp-1198538,Ta3Br7,2.3032,0.0
mp-1199023,Dy2ZrS5,3.0419,0.0
mp-1199431,Ho2ZrS5,2.9378,0.0
mp-1199798,CsReS2,2.3135,0.0
mp-1200109,CaFe2P2HO9,1.8752,0.0
mp-1200633,AgH12C4Se5N,2.2624,0.0
mp-1200853,Er2HfS5,2.9025,0.0
mp-1201278,K2P2PdS6,2.1165,0.0
mp-1201983,Cs3PuH8O9,1.6741,0.0
mp-1204243,Rb4Te8O23,2.1819,0.0
mp-1204512,CsMnInTe3,2.6523,0.0
mp-1204907,ZnP14Pb,3.163,0.0
mp-1205467,Te7OsO5F32,1.5673,0.0
mp-1210072,NaFe2PbF9,1.6724,0.0
mp-1210084,NaRh(SO4)2,1.8923,0.0
mp-1210368,Na2PbO3,2.189,0.0
mp-1210463,Na3CuF6,1.5873,0.0
mp-1210931,LiFeCl4,1.7891,0.0
mp-1212009,KZr6MnCl14,2.2056,0.0
mp-1212285,Ho7C2I12N,2.2455,0.0
mp-1212776,Fe3Pb4BrO8,2.5836,0.0
mp-1213133,CuTeSBr,2.805,0.0
mp-1213394,CsTlS2,2.1604,0.0
mp-1213469,CsZr6MnCl14,2.212,0.0
mp-1214496,Ba3VO5,2.0942,0.0
mp-1214827,Ba7Sn3Te3Se10,2.5534,0.0
mp-1215566,Zn5Se4S,2.6608,0.0
mp-1215632,YbTe4Pb3,4.2911,0.0
mp-1216129,Y2Mn3Sb3O14,2.1851,0.0
mp-1216202,Y(CuSe)3,3.3625,0.0
mp-1217837,SrV4O10,2.3501,0.0
mp-1218148,SrLaVFeO6,2.5015,0.0
mp-1218443,Sr3LaMnCrO8,2.3608,0.0
mp-1219159,Sm6Ge3S14,2.8143,0.0
mp-1219751,PrTl2InSe4,2.9393,0.0
mp-1219814,Re3PbS6,3.041,0.0
mp-1220956,Na8Zr3Ti3Mn2Si8(O17F)2,1.8784,0.0
mp-1221108,NaB10Pb4Cl2O19,1.8957,0.0
mp-1221250,Na3Ag(TeS3)2,2.4505,0.0
mp-1221365,Na2MnCdFe(PO4)3,1.8303,0.0
mp-1221404,MoSeS,2.7835,0.0
mp-1222019,MgCdTe2,2.5668,0.0
mp-1223035,LaHo3Mn8O20,2.5875,0.0
mp-1223233,La2VFeO6,2.4264,0.0
mp-1223762,K6Pd3(BrCl2)4,1.832,0.0
mp-1223894,K5BaTaP4,2.3563,0.0
mp-1224876,GaAgSnSe4,2.9165,0.0
mp-1224898,GaAg(GeSe3)2,2.7993,0.0
mp-1225222,Er(CuS)3,3.1915,0.0
mp-1226457,Cs4Mn3O6,1.999,0.0
mp-1226758,CdBiBrO2,2.2927,0.0
mp-1226837,Cd4Te5Pb,3.0652,0.0
mp-1227011,Cd3(CuP5)2,3.5222,0.0
mp-1227512,Bi4(SeS)3,3.6763,0.0
mp-1227545,BaSrMn2Al9PbO20,1.9098,0.0
mp-1227556,BiSbWO6,2.5327,0.0
mp-1227688,BaSr3Ti4O12,2.4987,0.0
mp-1227793,BaSn3S4,2.9663,0.0
mp-1228535,Ba2Sr2Mn3O10,2.4463,0.0
mp-1228976,Ba(BiS2)2,3.0672,0.0
mp-1229065,AlCuSeS,2.6883,0.0
mp-1229194,AgAu(IO3)4,2.1907,0.0
mp-1229314,CuAg64Hg3(As4S15)4,3.0127,0.0
mp-1232233,Gd2MgS4,2.6074,0.0
mp-1232283,Lu2MgSe4,2.8789,0.0
mp-1232301,Tb2MgSe4,2.4444,0.0
mp-1236158,LiV4O10,1.9777,0.0
mp-1245360,Na7VN4,2.2717,0.0
mp-1247284,Sr5Hf2N6,2.4572,0.0
mp-1249267,Ca3Co2(Si2O7)2,1.9334,0.0
mp-1272680,CoO2,3.4289,0.0
mp-1277483,LiLa4CoO8,2.3614,0.0
mp-1280001,V2FeO4,2.6617,0.0
mp-1283729,NaMnO2,2.2365,0.0
mp-1286228,MnAgO2,2.8455,0.0
mp-1287570,CaMn2O4,2.1717,0.0
mp-1291385,Li5Mn2CoO8,2.6018,0.0
mp-1297760,Li3Mn(PO4)2,2.0934,0.0
mp-1299874,LiLa4CoO8,2.3623,0.0
mp-1302478,LiV3Zn2O8,2.3768,0.0
mp-1303832,LiV3Zn2O8,2.3752,0.0
mp-1306526,Li3Mn2CoO6,2.5363,0.0
mp-1307712,Li2V3SnO8,2.274,0.0
mp-1313379,TaMnO4,2.8412,0.0
mp-1314544,Sr3ZnCoO6,2.1995,0.0
mp-1314584,KMnSn3O8,2.1235,0.0
mp-1319123,Li5Mn2CoO8,2.4494,0.0
mp-1320000,Li2V5O10,2.4577,0.0
mp-1320808,Co3TeO8,2.9046,0.0
mp-1322605,V(CO3)2,1.9242,0.0
mp-15147,K2VCuS4,2.221,0.0
mp-1516597,BaGdInWO6,2.2695,0.0
mp-1519218,NaSrZrBiO6,2.1873,0.0
mp-1521863,BaSrCeVO6,2.3057,0.0
mp-15417,K2GaP2,2.5095,0.0
mp-1568159,Li3V4FeO12,2.0513,0.0
mp-1573669,Ca5Sc2(CoO6)2,2.1978,0.0
mp-1638841,CaLaVCrO6,2.5081,0.0
mp-1639499,Li4TiCo5O12,2.8663,0.0
mp-1643720,Li4TiCo5O12,2.8484,0.0
mp-1662321,Li2TiV3O8,2.3888,0.0
mp-16884,RbEr2Cu3Se5,3.013,0.0
mp-16919,Y2HfS5,3.0238,0.0
mp-17965,KGaTe2,2.6463,0.0
mp-18138,K2WSe4,2.1422,0.0
mp-18156,KBaPSe4,2.2596,0.0
mp-18305,Rb3AsSe4,2.0284,0.0
mp-18525,TbMn2O5,2.658,0.0
mp-18601,DyMn2O5,2.7364,0.0
mp-18901,VAgHgO4,2.35,0.0
mp-19142,Mn2V2O7,2.2807,0.0
mp-19153,Lu2Mn2O7,2.6797,0.0
mp-19290,Mn2As2O7,1.9766,0.0
mp-19345,ErMn2O5,2.569,0.0
mp-19393,NdMn2O5,2.8012,0.0
mp-20244,ZrPbS3,2.9461,0.0
mp-20659,Sr3NiPbO6,2.1924,0.0
mp-21437,Fe2TeO6,2.4304,0.0
mp-22599,NdCoO3,2.6178,0.0
mp-23536,SbI3Cl8,1.858,0.0
mp-24555,MnTl2H2OF5,1.7868,0.0
mp-26103,LiV2(PO4)3,2.266,0.0
mp-26306,Cr3(P2O7)2,1.7656,0.0
mp-26429,LiVPO5,2.2766,0.0
mp-26639,LiCoP2O7,2.167,0.0
mp-26916,V(PO3)4,1.8602,0.0
mp-27115,LiMoPO5,1.9292,0.0
mp-27492,CaFe5O7,2.2525,0.0
mp-27722,Pd(S3N)2,1.8085,0.0
mp-28332,CsTlI4,2.0193,0.0
mp-29051,WS9Cl4,1.833,0.0
mp-29114,Re3Te4Cl5,2.2641,0.0
mp-29160,TiAg2O3,2.8983,0.0
mp-29189,V(HgO2)2,2.388,0.0
mp-29245,Cd2P3Br,2.7109,0.0
mp-29412,Ta3Br7,2.2755,0.0
mp-29465,TaCl4,1.8818,0.0
mp-31280,K4P21I,2.3678,0.0
mp-31924,LiMnP2O7,1.8706,0.0
mp-32777,WO3,2.4544,0.0
mp-36031,Ca(LaTe2)2,3.2861,0.0
mp-39208,BaLaTiCrO6,2.4463,0.0
mp-3992,PrSF,2.3982,0.0
mp-4841,LaCuS2,2.9849,0.0
mp-504615,Fe4Bi2O9,2.4138,0.0
mp-505747,TlIn5S6,3.0199,0.0
mp-510225,HoMn2O5,2.4779,0.0
mp-510598,YMn2O5,2.7897,0.0
mp-510661,Gd(IO3)3,2.0286,0.0
mp-532666,Sr2La14Mg4(Fe4O15)3,2.3135,0.0
mp-534775,LiTi3MnCr(PO4)6,2.0378,0.0
mp-540415,LiMnP2O7,1.8952,0.0
mp-540619,K3SnTe3,2.2991,0.0
mp-542011,Cs4Ti3S14,2.4074,0.0
mp-542067,Rb4Ti3S14,2.4623,0.0
mp-545728,PrBi2IO4,2.4806,0.0
mp-546672,LaBi2IO4,2.4957,0.0
mp-549728,DyZnPO,2.8681,0.0
mp-553082,PrBi2ClO4,2.3537,0.0
mp-553913,Fe2PO5,2.1413,0.0
mp-554293,BaFe12O19,2.3182,0.0
mp-554896,SbXe2OF15,1.5674,0.0
mp-555012,La6S4N3Cl,2.5107,0.0
mp-555210,K4W2Cl10O,1.8108,0.0
mp-555746,InAg3(PO4)2,2.0553,0.0
mp-556437,Gd10S14O,2.8584,0.0
mp-556552,K4VP2S9,1.9621,0.0
mp-556958,La4S3N2,2.5994,0.0
mp-557498,NaBi2AuO5,2.4371,0.0
mp-559337,Nd7(S2Cl3)3,2.1853,0.0
mp-559984,Rb8AlAu3O4,1.8982,0.0
mp-560328,Ag15P4S16Cl3,2.5343,0.0
mp-567441,HfIN,2.5898,0.0
mp-567731,Nb3Se10Br3,2.5906,0.0
mp-567983,ErCuPbSe3,3.3777,0.0
mp-568231,RbMnBr3,1.906,0.0
mp-568785,NaAl3NiCl12,1.5947,0.0
mp-570226,Sm3CuGeSe7,3.105,0.0
mp-570594,Sm3CuSnSe7,3.1253,0.0
mp-571177,Hg3Te2IBr,2.7479,0.0
mp-5760,NdSF,2.4165,0.0
mp-615173,CuBi(WO4)2,2.4948,0.0
mp-616572,Li2P2PdO7,1.82,0.0
mp-6168,K3Nb2CuSe12,2.6463,0.0
mp-619101,Cs6ZnGe8,2.9097,0.0
mp-622199,KCuP2Se5,2.5688,0.0
mp-640324,TmCuPbSe3,3.3595,0.0
mp-643397,H8Pd(NCl3)2,1.8211,0.0
mp-644003,BaCo2P2H2O9,1.7979,0.0
mp-645326,Al3Bi5I12,2.1138,0.0
mp-647265,V2Bi7O15,2.4347,0.0
mp-650532,Cs2K2Cd3O5,2.1585,0.0
mp-667314,Ba9(TaN6)2,2.4807,0.0
mp-676391,RbAg4I5,2.1968,0.0
mp-676498,Gd2PbS4,3.1311,0.0
mp-680555,TlGaSe2,2.9264,0.0
mp-683936,Ba4LaGe3SbSe13,2.5996,0.0
mp-694961,Na9Sr2Nd9Ti20O60,2.4953,0.0
mp-694988,Na3Ca10Mn7V12O48,2.0946,0.0
mp-696580,FeHO2,2.2127,0.0
mp-703682,GdMn2O5,2.7033,0.0
mp-705301,LiCoP2O7,2.0509,0.0
mp-720397,H18RuN5(ClO)2,1.7088,0.0
mp-721713,H12Pd(I2N)4,2.4011,0.0
mp-743671,K4Ti3Mn(PO4)6,1.846,0.0
mp-744240,CaFe2P3HO12,1.8846,0.0
mp-752494,Rb6Co2O7,1.9159,0.0
mp-752885,LiVOF3,1.9123,0.0
mp-753001,CoAgO2,2.8602,0.0
mp-753023,LiV3(O2F)2,2.3583,0.0
mp-753088,Ce5Gd2O13,2.5627,0.0
mp-753299,LiAgF2,1.6823,0.0
mp-753502,Li4Mn3OF11,1.6915,0.0
mp-753544,Li2BiO3,2.312,0.0
mp-753561,Li2VSiO4,1.8608,0.0
mp-753665,LiFe2(PO4)2,1.6617,0.0
mp-753988,VCrO3,2.5828,0.0
mp-754012,Mn(CO3)2,2.3142,0.0
mp-754099,Li2TiFe2O5,2.2585,0.0
mp-754171,CsRbO,1.8942,0.0
mp-754278,Fe3(OF2)2,1.9629,0.0
mp-754484,Li4TiV3O10,2.1427,0.0
mp-755379,Li2MnV3O8,2.4887,0.0
mp-755396,Li4MnO3,2.0557,0.0
mp-755445,Li2CuPO4,1.7942,0.0
mp-755839,Li3VCr3O8,2.1857,0.0
mp-755862,LiMnCo3O8,3.1375,0.0
mp-755886,Li2MnCr2O6,2.4307,0.0
mp-755926,Li3CoO3,2.0324,0.0
mp-755929,Fe5O3F7,1.9082,0.0
mp-755984,Na3MnO3,1.9848,0.0
mp-756041,CrO3,2.1374,0.0
mp-756108,LiMnF4,1.7365,0.0
mp-756190,Cd(GaO2)2,2.2607,0.0
mp-756225,Li3Co4SbO8,2.2127,0.0
mp-756282,VBiO3,2.6245,0.0
mp-756572,LiVTe2WO12,2.4765,0.0
mp-756880,KCePCO7,1.6165,0.0
mp-756881,Li5V2Ni5O12,2.2784,0.0
mp-756987,Na5Fe2P2(CO7)2,1.6715,0.0
mp-757213,Li6V3P8O29,1.8749,0.0
mp-757329,Li3V3P8O29,2.0312,0.0
mp-757358,LiMnPO5,2.4298,0.0
mp-757374,LiTi3V(PO4)6,2.0872,0.0
mp-757430,Li2CuPO4,1.7558,0.0
mp-757584,Li4VP2O9,1.899,0.0
mp-757651,Li3Mn(PO4)2,1.8311,0.0
mp-758188,Li2CrSiO4,1.8351,0.0
mp-758565,Li3Fe2(CO3)4,1.7048,0.0
mp-758716,FeOF,2.111,0.0
mp-758781,Li3Mn(PO4)2,1.8971,0.0
mp-758851,VFe3Ni2(PO4)6,2.0714,0.0
mp-758869,LiV2(PO4)3,2.1992,0.0
mp-758901,LiVO2,2.2429,0.0
mp-758930,Na5FeHO4,1.7636,0.0
mp-759080,FeOF,2.1127,0.0
mp-759207,LiSb(TeO4)3,2.3159,0.0
mp-759274,Li4Mn2V5O12,2.3106,0.0
mp-759385,Mn6OF11,1.6693,0.0
mp-759466,Li3Fe8(BO3)8,1.8274,0.0
mp-759586,Na2Li2CoO4,2.0124,0.0
mp-759631,V3O7F,2.5276,0.0
mp-759702,Li4CoO4,2.0168,0.0
mp-759780,Li2Nb6NiO18,2.5522,0.0
mp-759789,Li5V3P8O29,1.9578,0.0
mp-759834,Li5V3P8O29,1.9199,0.0
mp-759891,LiVCrP2(HO5)2,2.0323,0.0
mp-760003,Ti3Fe9O16,2.4166,0.0
mp-760010,Li2Mn2F7,1.4722,0.0
mp-760280,LiFe2(BO3)2,1.8507,0.0
mp-760779,Li5V3P8O29,1.9629,0.0
mp-760964,Li3V3P8O29,2.0121,0.0
mp-761029,Li3V3P8O29,1.9922,0.0
mp-761206,LiFe8(BO3)8,1.7576,0.0
mp-761230,LiFe2(BO3)2,1.8592,0.0
mp-761242,Li5Fe8(BO3)8,1.8629,0.0
mp-761245,K2Li2CoO4,1.9714,0.0
mp-761401,LiCrPO4,1.854,0.0
mp-762239,Mn(CO3)2,2.0685,0.0
mp-762292,Li4V5O10,2.2889,0.0
mp-762390,LiV5O10,2.5335,0.0
mp-763508,V(CO3)2,1.9179,0.0
mp-763983,V2O3F,2.5408,0.0
mp-764201,Li2V3O3F5,1.9013,0.0
mp-764462,LiMnV(P2O7)2,1.9837,0.0
mp-764566,LiFe8(BO3)8,1.7549,0.0
mp-764595,Na2V2O5,1.9348,0.0
mp-764652,LiFe2(BO3)2,1.862,0.0
mp-764885,LiFe8(BO3)8,1.7621,0.0
mp-764932,Li3Fe4(BO3)4,1.8587,0.0
mp-765076,LiMnOF2,2.1415,0.0
mp-765139,VCrP2(O4F)2,2.0634,0.0
mp-765148,Li5V3P8O29,1.9577,0.0
mp-765687,VOF,2.1706,0.0
mp-765860,Fe2CoO4,2.3837,0.0
mp-766016,LiVCrP2(O4F)2,1.9496,0.0
mp-766042,CoPO4,2.084,0.0
mp-766093,Ti4(Ni5O8)3,2.2657,0.0
mp-766413,K2Li3CrO4,1.8639,0.0
mp-766489,Li3Mn2Fe(BO3)4,2.2494,0.0
mp-766544,Li2Mn2Si3O10,2.1556,0.0
mp-766700,Li12CrCo3P4(CO7)4,1.7019,0.0
mp-767456,Li3Ta5Cu2O15,2.4692,0.0
mp-767538,NaCePCO7,1.6297,0.0
mp-768198,LiCePCO7,1.6698,0.0
mp-768386,Li4TiCrO6,2.2694,0.0
mp-768404,Li4TiCrO6,2.2709,0.0
